Sex,Age group,Year,State,Number of death
Male,10-14,2009,Perak,54
Male,10-14,2009,Perlis,5
Male,10-14,2009,Sabah,
Male,10-14,2009,Sarawak,45
Male,10-14,2009,Selangor,66
Male,10-14,2009,Terengganu,41
Male,10-14,2009,W.P. Kuala Lumpur,16
Male,10-14,2009,W.P. Labuan,1
Male,15-19,2009,Johor,213
Male,15-19,2009,Kedah,120
Male,15-19,2009,Kelantan,138
Male,15-19,2009,Melaka,56
Male,15-19,2009,Negeri Sembilan,60
Male,15-19,2009,Pulau Pinang,70
Male,15-19,2009,Pahang,109
Male,15-19,2009,Perak,151
Male,15-19,2009,Perlis,20
Male,15-19,2009,Sabah,
Male,15-19,2009,Sarawak,104
Male,15-19,2009,Selangor,203
Male,15-19,2009,Terengganu,93
Male,15-19,2009,W.P. Kuala Lumpur,46
Male,15-19,2009,W.P. Labuan,1
Male,20-24,2009,Johor,270
Male,20-24,2009,Kedah,138
Male,20-24,2009,Kelantan,134
Male,20-24,2009,Melaka,52
Male,20-24,2009,Negeri Sembilan,88
Male,20-24,2009,Pulau Pinang,80
Male,20-24,2009,Pahang,117
Male,20-24,2009,Perak,202
Male,20-24,2009,Perlis,22
Male,20-24,2009,Sabah,
Male,20-24,2009,Sarawak,137
Male,20-24,2009,Selangor,249
Male,20-24,2009,Terengganu,104
Male,20-24,2009,W.P. Kuala Lumpur,71
Male,20-24,2009,W.P. Labuan,4
Male,25-29,2009,Johor,241
Male,25-29,2009,Kedah,136
Male,25-29,2009,Kelantan,147
Male,25-29,2009,Melaka,45
Male,25-29,2009,Negeri Sembilan,103
Male,25-29,2009,Pulau Pinang,80
Male,25-29,2009,Pahang,155
Male,25-29,2009,Perak,159
Male,25-29,2009,Perlis,12
Male,25-29,2009,Sabah,
Male,25-29,2009,Sarawak,119
Male,25-29,2009,Selangor,254
Male,25-29,2009,Terengganu,97
Male,25-29,2009,W.P. Kuala Lumpur,67
Male,25-29,2009,W.P. Labuan,13
Male,30-34,2009,Johor,309
Male,30-34,2009,Kedah,151
Male,30-34,2009,Kelantan,256
Male,30-34,2009,Melaka,59
Male,30-34,2009,Negeri Sembilan,100
Male,30-34,2009,Pulau Pinang,96
Male,30-34,2009,Pahang,189
Male,30-34,2009,Perak,188
Male,30-34,2009,Perlis,10
Male,30-34,2009,Sabah,
Male,30-34,2009,Sarawak,152
Male,30-34,2009,Selangor,301
Male,30-34,2009,Terengganu,133
Male,30-34,2009,W.P. Kuala Lumpur,75
Male,30-34,2009,W.P. Labuan,4
Male,35-39,2009,Johor,367
Male,35-39,2009,Kedah,189
Male,35-39,2009,Kelantan,215
Male,35-39,2009,Melaka,88
Male,35-39,2009,Negeri Sembilan,96
Male,35-39,2009,Pulau Pinang,113
Male,35-39,2009,Pahang,224
Male,35-39,2009,Perak,247
Male,35-39,2009,Perlis,25
Male,35-39,2009,Sabah,
Male,35-39,2009,Sarawak,203
Male,35-39,2009,Selangor,396
Male,35-39,2009,Terengganu,163
Male,35-39,2009,W.P. Kuala Lumpur,99
Male,35-39,2009,W.P. Labuan,2
Male,40-44,2009,Johor,425
Male,40-44,2009,Kedah,240
Male,40-44,2009,Kelantan,192
Male,40-44,2009,Melaka,104
Male,40-44,2009,Negeri Sembilan,140
Male,40-44,2009,Pulau Pinang,182
Male,40-44,2009,Pahang,195
Male,40-44,2009,Perak,345
Male,40-44,2009,Perlis,25
Male,40-44,2009,Sabah,
Male,40-44,2009,Sarawak,211
Male,40-44,2009,Selangor,485
Male,40-44,2009,Terengganu,149
Male,40-44,2009,W.P. Kuala Lumpur,182
Male,40-44,2009,W.P. Labuan,8
Male,45-49,2009,Johor,565
Male,45-49,2009,Kedah,339
Male,45-49,2009,Kelantan,263
Male,45-49,2009,Melaka,151
Male,45-49,2009,Negeri Sembilan,214
Male,45-49,2009,Pulau Pinang,267
Male,45-49,2009,Pahang,244
Male,45-49,2009,Perak,479
Male,45-49,2009,Perlis,42
Male,45-49,2009,Sabah,
Male,45-49,2009,Sarawak,338
Male,45-49,2009,Selangor,745
Male,45-49,2009,Terengganu,176
Male,45-49,2009,W.P. Kuala Lumpur,243
Male,45-49,2009,W.P. Labuan,11
Male,50-54,2009,Johor,704
Male,50-54,2009,Kedah,451
Male,50-54,2009,Kelantan,344
Male,50-54,2009,Melaka,199
Male,50-54,2009,Negeri Sembilan,290
Male,50-54,2009,Pulau Pinang,368
Male,50-54,2009,Pahang,316
Male,50-54,2009,Perak,610
Male,50-54,2009,Perlis,52
Male,50-54,2009,Sabah,
Male,50-54,2009,Sarawak,401
Male,50-54,2009,Selangor,897
Male,50-54,2009,Terengganu,224
Male,50-54,2009,W.P. Kuala Lumpur,350
Male,50-54,2009,W.P. Labuan,10
Male,55-59,2009,Johor,769
Male,55-59,2009,Kedah,580
Male,55-59,2009,Kelantan,423
Male,55-59,2009,Melaka,206
Male,55-59,2009,Negeri Sembilan,316
Male,55-59,2009,Pulau Pinang,479
Male,55-59,2009,Pahang,397
Male,55-59,2009,Perak,731
Male,55-59,2009,Perlis,57
Male,55-59,2009,Sabah,
Male,55-59,2009,Sarawak,491
Male,55-59,2009,Selangor,1079
Male,55-59,2009,Terengganu,226
Male,55-59,2009,W.P. Kuala Lumpur,390
Male,55-59,2009,W.P. Labuan,14
Male,60-64,2009,Johor,944
Male,60-64,2009,Kedah,645
Male,60-64,2009,Kelantan,555
Male,60-64,2009,Melaka,245
Male,60-64,2009,Negeri Sembilan,343
Male,60-64,2009,Pulau Pinang,570
Male,60-64,2009,Pahang,447
Male,60-64,2009,Perak,921
Male,60-64,2009,Perlis,81
Male,60-64,2009,Sabah,
Male,60-64,2009,Sarawak,630
Male,60-64,2009,Selangor,1117
Male,60-64,2009,Terengganu,348
Male,60-64,2009,W.P. Kuala Lumpur,386
Male,60-64,2009,W.P. Labuan,16
Male,65-69,2009,Johor,949
Male,65-69,2009,Kedah,646
Male,65-69,2009,Kelantan,588
Male,65-69,2009,Melaka,267
Male,65-69,2009,Negeri Sembilan,331
Male,65-69,2009,Pulau Pinang,522
Male,65-69,2009,Pahang,504
Male,65-69,2009,Perak,959
Male,65-69,2009,Perlis,106
Male,65-69,2009,Sabah,
Male,65-69,2009,Sarawak,680
Male,65-69,2009,Selangor,1061
Male,65-69,2009,Terengganu,325
Male,65-69,2009,W.P. Kuala Lumpur,410
Male,65-69,2009,W.P. Labuan,11
Male,70-74,2009,Johor,1122
Male,70-74,2009,Kedah,954
Male,70-74,2009,Kelantan,630
Male,70-74,2009,Melaka,308
Male,70-74,2009,Negeri Sembilan,394
Male,70-74,2009,Pulau Pinang,639
Male,70-74,2009,Pahang,554
Male,70-74,2009,Perak,1243
Male,70-74,2009,Perlis,135
Male,70-74,2009,Sabah,
Male,70-74,2009,Sarawak,661
Male,70-74,2009,Selangor,1191
Male,70-74,2009,Terengganu,478
Male,70-74,2009,W.P. Kuala Lumpur,460
Male,70-74,2009,W.P. Labuan,15
Male,75-79,2009,Johor,801
Male,75-79,2009,Kedah,705
Male,75-79,2009,Kelantan,457
Male,75-79,2009,Melaka,290
Male,75-79,2009,Negeri Sembilan,298
Male,75-79,2009,Pulau Pinang,515
Male,75-79,2009,Pahang,347
Male,75-79,2009,Perak,988
Male,75-79,2009,Perlis,94
Male,75-79,2009,Sabah,
Male,75-79,2009,Sarawak,730
Male,75-79,2009,Selangor,894
Male,75-79,2009,Terengganu,244
Male,75-79,2009,W.P. Kuala Lumpur,364
Male,75-79,2009,W.P. Labuan,15
Male,80-84,2009,Johor,691
Male,80-84,2009,Kedah,558
Male,80-84,2009,Kelantan,458
Male,80-84,2009,Melaka,201
Male,80-84,2009,Negeri Sembilan,273
Male,80-84,2009,Pulau Pinang,420
Male,80-84,2009,Pahang,224
Male,80-84,2009,Perak,781
Male,80-84,2009,Perlis,78
Male,80-84,2009,Sabah,
Male,80-84,2009,Sarawak,577
Male,80-84,2009,Selangor,649
Male,80-84,2009,Terengganu,207
Male,80-84,2009,W.P. Kuala Lumpur,276
Male,80-84,2009,W.P. Labuan,9
Male,85 +,2009,Johor,638
Male,85 +,2009,Kedah,526
Male,85 +,2009,Kelantan,573
Male,85 +,2009,Melaka,180
Male,85 +,2009,Negeri Sembilan,238
Male,85 +,2009,Pulau Pinang,375
Male,85 +,2009,Pahang,240
Male,85 +,2009,Perak,641
Male,85 +,2009,Perlis,103
Male,85 +,2009,Sabah,
Male,85 +,2009,Sarawak,608
Male,85 +,2009,Selangor,579
Male,85 +,2009,Terengganu,322
Male,85 +,2009,W.P. Kuala Lumpur,262
Male,85 +,2009,W.P. Labuan,8
Male,Unknown,2009,Johor,0
Male,Unknown,2009,Kedah,0
Male,Unknown,2009,Kelantan,0
Male,Unknown,2009,Melaka,0
Male,Unknown,2009,Negeri Sembilan,0
Male,Unknown,2009,Pulau Pinang,0
Male,Unknown,2009,Pahang,0
Male,Unknown,2009,Perak,0
Male,Unknown,2009,Perlis,0
Male,Unknown,2009,Sabah,
Male,Unknown,2009,Sarawak,0
Male,Unknown,2009,Selangor,0
Male,Unknown,2009,Terengganu,0
Male,Unknown,2009,W.P. Kuala Lumpur,0
Male,Unknown,2009,W.P. Labuan,0
Female,Under 1 year,2009,Johor,153
Female,Under 1 year,2009,Kedah,124
Female,Under 1 year,2009,Kelantan,156
Female,Under 1 year,2009,Melaka,53
Female,Under 1 year,2009,Negeri Sembilan,68
Female,Under 1 year,2009,Pulau Pinang,64
Female,Under 1 year,2009,Pahang,111
Female,Under 1 year,2009,Perak,120
Female,Under 1 year,2009,Perlis,10
Female,Under 1 year,2009,Sabah,
Female,Under 1 year,2009,Sarawak,145
Female,Under 1 year,2009,Selangor,244
Female,Under 1 year,2009,Terengganu,96
Female,Under 1 year,2009,W.P. Kuala Lumpur,63
Female,Under 1 year,2009,W.P. Labuan,8
Female,1-4,2009,Johor,31
Female,1-4,2009,Kedah,30
Female,1-4,2009,Kelantan,51
Female,1-4,2009,Melaka,17
Female,1-4,2009,Negeri Sembilan,13
Female,1-4,2009,Pulau Pinang,12
Female,1-4,2009,Pahang,28
Female,1-4,2009,Perak,54
Female,1-4,2009,Perlis,2
Female,1-4,2009,Sabah,
Female,1-4,2009,Sarawak,36
Female,1-4,2009,Selangor,59
Female,1-4,2009,Terengganu,20
Female,1-4,2009,W.P. Kuala Lumpur,10
Female,1-4,2009,W.P. Labuan,2
Female,5-9,2009,Johor,23
Female,5-9,2009,Kedah,11
Female,5-9,2009,Kelantan,30
Female,5-9,2009,Melaka,7
Female,5-9,2009,Negeri Sembilan,14
Female,5-9,2009,Pulau Pinang,14
Female,5-9,2009,Pahang,21
Female,5-9,2009,Perak,26
Female,5-9,2009,Perlis,1
Female,5-9,2009,Sabah,
Female,5-9,2009,Sarawak,38
Female,5-9,2009,Selangor,45
Female,5-9,2009,Terengganu,13
Female,5-9,2009,W.P. Kuala Lumpur,9
Female,5-9,2009,W.P. Labuan,3
Female,10-14,2009,Johor,34
Female,10-14,2009,Kedah,28
Female,10-14,2009,Kelantan,35
Female,10-14,2009,Melaka,12
Female,10-14,2009,Negeri Sembilan,11
Female,10-14,2009,Pulau Pinang,14
Female,10-14,2009,Pahang,20
Female,10-14,2009,Perak,33
Female,10-14,2009,Perlis,6
Female,10-14,2009,Sabah,
Female,10-14,2009,Sarawak,20
Female,10-14,2009,Selangor,29
Female,10-14,2009,Terengganu,9
Female,10-14,2009,W.P. Kuala Lumpur,12
Female,10-14,2009,W.P. Labuan,0
Female,15-19,2009,Johor,54
Female,15-19,2009,Kedah,42
Female,15-19,2009,Kelantan,49
Female,15-19,2009,Melaka,14
Female,15-19,2009,Negeri Sembilan,24
Female,15-19,2009,Pulau Pinang,21
Female,15-19,2009,Pahang,34
Female,15-19,2009,Perak,55
Female,15-19,2009,Perlis,5
Female,15-19,2009,Sabah,
Female,15-19,2009,Sarawak,35
Female,15-19,2009,Selangor,53
Female,15-19,2009,Terengganu,24
Female,15-19,2009,W.P. Kuala Lumpur,17
Female,15-19,2009,W.P. Labuan,1
Female,20-24,2009,Johor,77
Female,20-24,2009,Kedah,49
Female,20-24,2009,Kelantan,48
Female,20-24,2009,Melaka,16
Female,20-24,2009,Negeri Sembilan,37
Female,20-24,2009,Pulau Pinang,26
Female,20-24,2009,Pahang,38
Female,20-24,2009,Perak,68
Female,20-24,2009,Perlis,4
Female,20-24,2009,Sabah,
Female,20-24,2009,Sarawak,42
Female,20-24,2009,Selangor,84
Female,20-24,2009,Terengganu,39
Female,20-24,2009,W.P. Kuala Lumpur,15
Female,20-24,2009,W.P. Labuan,0
Female,25-29,2009,Johor,72
Female,25-29,2009,Kedah,52
Female,25-29,2009,Kelantan,58
Female,25-29,2009,Melaka,17
Female,25-29,2009,Negeri Sembilan,19
Female,25-29,2009,Pulau Pinang,30
Female,25-29,2009,Pahang,49
Female,25-29,2009,Perak,55
Female,25-29,2009,Perlis,12
Female,25-29,2009,Sabah,
Female,25-29,2009,Sarawak,61
Female,25-29,2009,Selangor,92
Female,25-29,2009,Terengganu,32
Female,25-29,2009,W.P. Kuala Lumpur,33
Female,25-29,2009,W.P. Labuan,3
Female,30-34,2009,Johor,87
Female,30-34,2009,Kedah,65
Female,30-34,2009,Kelantan,62
Female,30-34,2009,Melaka,20
Female,30-34,2009,Negeri Sembilan,29
Female,30-34,2009,Pulau Pinang,30
Female,30-34,2009,Pahang,51
Female,30-34,2009,Perak,61
Female,30-34,2009,Perlis,2
Female,30-34,2009,Sabah,
Female,30-34,2009,Sarawak,58
Female,30-34,2009,Selangor,111
Female,30-34,2009,Terengganu,29
Female,30-34,2009,W.P. Kuala Lumpur,21
Female,30-34,2009,W.P. Labuan,1
Female,35-39,2009,Johor,142
Female,35-39,2009,Kedah,105
Female,35-39,2009,Kelantan,67
Female,35-39,2009,Melaka,32
Female,35-39,2009,Negeri Sembilan,29
Female,35-39,2009,Pulau Pinang,45
Female,35-39,2009,Pahang,47
Female,35-39,2009,Perak,84
Female,35-39,2009,Perlis,5
Female,35-39,2009,Sabah,
Female,35-39,2009,Sarawak,105
Female,35-39,2009,Selangor,165
Female,35-39,2009,Terengganu,46
Female,35-39,2009,W.P. Kuala Lumpur,35
Female,35-39,2009,W.P. Labuan,2
Female,40-44,2009,Johor,172
Female,40-44,2009,Kedah,122
Female,40-44,2009,Kelantan,94
Female,40-44,2009,Melaka,42
Female,40-44,2009,Negeri Sembilan,58
Female,40-44,2009,Pulau Pinang,77
Female,40-44,2009,Pahang,97
Female,40-44,2009,Perak,131
Female,40-44,2009,Perlis,14
Female,40-44,2009,Sabah,
Female,40-44,2009,Sarawak,141
Female,40-44,2009,Selangor,230
Female,40-44,2009,Terengganu,61
Female,40-44,2009,W.P. Kuala Lumpur,55
Female,40-44,2009,W.P. Labuan,4
Female,45-49,2009,Johor,257
Female,45-49,2009,Kedah,184
Female,45-49,2009,Kelantan,143
Female,45-49,2009,Melaka,62
Female,45-49,2009,Negeri Sembilan,103
Female,45-49,2009,Pulau Pinang,126
Female,45-49,2009,Pahang,130
Female,45-49,2009,Perak,216
Female,45-49,2009,Perlis,24
Female,45-49,2009,Sabah,
Female,45-49,2009,Sarawak,194
Female,45-49,2009,Selangor,322
Female,45-49,2009,Terengganu,90
Female,45-49,2009,W.P. Kuala Lumpur,123
Female,45-49,2009,W.P. Labuan,11
Female,50-54,2009,Johor,414
Female,50-54,2009,Kedah,243
Female,50-54,2009,Kelantan,192
Female,50-54,2009,Melaka,93
Female,50-54,2009,Negeri Sembilan,134
Female,50-54,2009,Pulau Pinang,188
Female,50-54,2009,Pahang,180
Female,50-54,2009,Perak,330
Female,50-54,2009,Perlis,34
Female,50-54,2009,Sabah,
Female,50-54,2009,Sarawak,233
Female,50-54,2009,Selangor,460
Female,50-54,2009,Terengganu,135
Female,50-54,2009,W.P. Kuala Lumpur,145
Female,50-54,2009,W.P. Labuan,5
Female,55-59,2009,Johor,472
Female,55-59,2009,Kedah,309
Female,55-59,2009,Kelantan,283
Female,55-59,2009,Melaka,111
Female,55-59,2009,Negeri Sembilan,177
Female,55-59,2009,Pulau Pinang,227
Female,55-59,2009,Pahang,226
Female,55-59,2009,Perak,427
Female,55-59,2009,Perlis,37
Female,55-59,2009,Sabah,
Female,55-59,2009,Sarawak,275
Female,55-59,2009,Selangor,557
Female,55-59,2009,Terengganu,184
Female,55-59,2009,W.P. Kuala Lumpur,171
Female,55-59,2009,W.P. Labuan,7
Female,60-64,2009,Johor,531
Female,60-64,2009,Kedah,353
Female,60-64,2009,Kelantan,300
Female,60-64,2009,Melaka,155
Female,60-64,2009,Negeri Sembilan,169
Female,60-64,2009,Pulau Pinang,291
Female,60-64,2009,Pahang,282
Female,60-64,2009,Perak,467
Female,60-64,2009,Perlis,62
Female,60-64,2009,Sabah,
Female,60-64,2009,Sarawak,406
Female,60-64,2009,Selangor,676
Female,60-64,2009,Terengganu,200
Female,60-64,2009,W.P. Kuala Lumpur,260
Female,60-64,2009,W.P. Labuan,8
Female,65-69,2009,Johor,624
Female,65-69,2009,Kedah,449
Female,65-69,2009,Kelantan,416
Female,65-69,2009,Melaka,172
Female,65-69,2009,Negeri Sembilan,211
Female,65-69,2009,Pulau Pinang,381
Female,65-69,2009,Pahang,228
Female,65-69,2009,Perak,629
Female,65-69,2009,Perlis,60
Female,65-69,2009,Sabah,
Female,65-69,2009,Sarawak,467
Female,65-69,2009,Selangor,744
Female,65-69,2009,Terengganu,242
Female,65-69,2009,W.P. Kuala Lumpur,224
Female,65-69,2009,W.P. Labuan,6
Female,70-74,2009,Johor,852
Female,70-74,2009,Kedah,701
Female,70-74,2009,Kelantan,507
Female,70-74,2009,Melaka,295
Female,70-74,2009,Negeri Sembilan,356
Female,70-74,2009,Pulau Pinang,483
Female,70-74,2009,Pahang,419
Female,70-74,2009,Perak,928
Female,70-74,2009,Perlis,95
Female,70-74,2009,Sabah,
Female,70-74,2009,Sarawak,555
Female,70-74,2009,Selangor,970
Female,70-74,2009,Terengganu,365
Female,70-74,2009,W.P. Kuala Lumpur,331
Female,70-74,2009,W.P. Labuan,7
Female,75-79,2009,Johor,864
Female,75-79,2009,Kedah,687
Female,75-79,2009,Kelantan,505
Female,75-79,2009,Melaka,248
Female,75-79,2009,Negeri Sembilan,289
Female,75-79,2009,Pulau Pinang,553
Female,75-79,2009,Pahang,337
Female,75-79,2009,Perak,1039
Female,75-79,2009,Perlis,93
Female,75-79,2009,Sabah,
Female,75-79,2009,Sarawak,750
Female,75-79,2009,Selangor,996
Female,75-79,2009,Terengganu,225
Female,75-79,2009,W.P. Kuala Lumpur,330
Female,75-79,2009,W.P. Labuan,9
Female,80-84,2009,Johor,735
Female,80-84,2009,Kedah,636
Female,80-84,2009,Kelantan,568
Female,80-84,2009,Melaka,242
Female,80-84,2009,Negeri Sembilan,269
Female,80-84,2009,Pulau Pinang,534
Female,80-84,2009,Pahang,255
Female,80-84,2009,Perak,880
Female,80-84,2009,Perlis,106
Female,80-84,2009,Sabah,
Female,80-84,2009,Sarawak,568
Female,80-84,2009,Selangor,838
Female,80-84,2009,Terengganu,269
Female,80-84,2009,W.P. Kuala Lumpur,331
Female,80-84,2009,W.P. Labuan,8
Female,85 +,2009,Johor,992
Female,85 +,2009,Kedah,796
Female,85 +,2009,Kelantan,828
Female,85 +,2009,Melaka,315
Female,85 +,2009,Negeri Sembilan,403
Female,85 +,2009,Pulau Pinang,684
Female,85 +,2009,Pahang,373
Female,85 +,2009,Perak,1179
Female,85 +,2009,Perlis,108
Female,85 +,2009,Sabah,
Female,85 +,2009,Sarawak,759
Female,85 +,2009,Selangor,1060
Female,85 +,2009,Terengganu,407
Female,85 +,2009,W.P. Kuala Lumpur,477
Female,85 +,2009,W.P. Labuan,9
Female,Unknown,2009,Johor,1
Female,Unknown,2009,Kedah,0
Female,Unknown,2009,Kelantan,1
Female,Unknown,2009,Melaka,0
Female,Unknown,2009,Negeri Sembilan,0
Female,Unknown,2009,Pulau Pinang,0
Female,Unknown,2009,Pahang,0
Female,Unknown,2009,Perak,0
Female,Unknown,2009,Perlis,0
Female,Unknown,2009,Sabah,
Female,Unknown,2009,Sarawak,1
Female,Unknown,2009,Selangor,1
Female,Unknown,2009,Terengganu,1
Female,Unknown,2009,W.P. Kuala Lumpur,0
Female,Unknown,2009,W.P. Labuan,0
Male,Under 1 year,2010,Johor,240
Male,Under 1 year,2010,Kedah,159
Male,Under 1 year,2010,Kelantan,159
Male,Under 1 year,2010,Melaka,69
Male,Under 1 year,2010,Negeri Sembilan,63
Male,Under 1 year,2010,Pulau Pinang,83
Male,Under 1 year,2010,Pahang,108
Male,Under 1 year,2010,Perak,169
Male,Under 1 year,2010,Perlis,17
Male,Under 1 year,2010,Sabah,
Male,Under 1 year,2010,Sarawak,167
Male,Under 1 year,2010,Selangor,304
Male,Under 1 year,2010,Terengganu,108
Male,Under 1 year,2010,W.P. Kuala Lumpur,80
Male,Under 1 year,2010,W.P. Labuan,6
Male,Under 1 year,2010,W.P. Putrajaya,13
Male,1-4,2010,Johor,48
Male,1-4,2010,Kedah,35
Male,1-4,2010,Kelantan,44
Male,1-4,2010,Melaka,10
Male,1-4,2010,Negeri Sembilan,16
Male,1-4,2010,Pulau Pinang,19
Male,1-4,2010,Pahang,38
Male,1-4,2010,Perak,48
Male,1-4,2010,Perlis,5
Male,1-4,2010,Sabah,
Male,1-4,2010,Sarawak,35
Male,1-4,2010,Selangor,78
Male,1-4,2010,Terengganu,25
Male,1-4,2010,W.P. Kuala Lumpur,20
Male,1-4,2010,W.P. Labuan,1
Male,1-4,2010,W.P. Putrajaya,2
Male,5-9,2010,Johor,47
Male,5-9,2010,Kedah,21
Male,5-9,2010,Kelantan,41
Male,5-9,2010,Melaka,9
Male,5-9,2010,Negeri Sembilan,21
Male,5-9,2010,Pulau Pinang,8
Male,5-9,2010,Pahang,26
Male,5-9,2010,Perak,23
Male,5-9,2010,Perlis,7
Male,5-9,2010,Sabah,
Male,5-9,2010,Sarawak,31
Male,5-9,2010,Selangor,46
Male,5-9,2010,Terengganu,17
Male,5-9,2010,W.P. Kuala Lumpur,10
Male,5-9,2010,W.P. Labuan,0
Male,5-9,2010,W.P. Putrajaya,1
Male,10-14,2010,Johor,70
Male,10-14,2010,Kedah,47
Male,10-14,2010,Kelantan,48
Male,10-14,2010,Melaka,19
Male,10-14,2010,Negeri Sembilan,25
Male,10-14,2010,Pulau Pinang,22
Male,10-14,2010,Pahang,31
Male,10-14,2010,Perak,50
Male,10-14,2010,Perlis,13
Male,10-14,2010,Sabah,
Male,10-14,2010,Sarawak,43
Male,10-14,2010,Selangor,63
Male,10-14,2010,Terengganu,41
Male,10-14,2010,W.P. Kuala Lumpur,15
Male,10-14,2010,W.P. Labuan,1
Male,10-14,2010,W.P. Putrajaya,1
Male,15-19,2010,Johor,231
Male,15-19,2010,Kedah,157
Male,15-19,2010,Kelantan,131
Male,15-19,2010,Melaka,67
Male,15-19,2010,Negeri Sembilan,77
Male,15-19,2010,Pulau Pinang,63
Male,15-19,2010,Pahang,118
Male,15-19,2010,Perak,159
Male,15-19,2010,Perlis,24
Male,15-19,2010,Sabah,
Male,15-19,2010,Sarawak,88
Male,15-19,2010,Selangor,235
Male,15-19,2010,Terengganu,97
Male,15-19,2010,W.P. Kuala Lumpur,46
Male,15-19,2010,W.P. Labuan,5
Male,15-19,2010,W.P. Putrajaya,0
Male,20-24,2010,Johor,231
Male,20-24,2010,Kedah,145
Male,20-24,2010,Kelantan,135
Male,20-24,2010,Melaka,62
Male,20-24,2010,Negeri Sembilan,99
Male,20-24,2010,Pulau Pinang,71
Male,20-24,2010,Pahang,153
Male,20-24,2010,Perak,169
Male,20-24,2010,Perlis,29
Male,20-24,2010,Sabah,
Male,20-24,2010,Sarawak,136
Male,20-24,2010,Selangor,283
Male,20-24,2010,Terengganu,84
Male,20-24,2010,W.P. Kuala Lumpur,70
Male,20-24,2010,W.P. Labuan,7
Male,20-24,2010,W.P. Putrajaya,0
Male,25-29,2010,Johor,239
Male,25-29,2010,Kedah,130
Male,25-29,2010,Kelantan,148
Male,25-29,2010,Melaka,75
Male,25-29,2010,Negeri Sembilan,74
Male,25-29,2010,Pulau Pinang,82
Male,25-29,2010,Pahang,137
Male,25-29,2010,Perak,168
Male,25-29,2010,Perlis,23
Male,25-29,2010,Sabah,
Male,25-29,2010,Sarawak,133
Male,25-29,2010,Selangor,239
Male,25-29,2010,Terengganu,90
Male,25-29,2010,W.P. Kuala Lumpur,69
Male,25-29,2010,W.P. Labuan,5
Male,25-29,2010,W.P. Putrajaya,2
Male,30-34,2010,Johor,296
Male,30-34,2010,Kedah,162
Male,30-34,2010,Kelantan,202
Male,30-34,2010,Melaka,35
Male,30-34,2010,Negeri Sembilan,98
Male,30-34,2010,Pulau Pinang,100
Male,30-34,2010,Pahang,205
Male,30-34,2010,Perak,226
Male,30-34,2010,Perlis,18
Male,30-34,2010,Sabah,
Male,30-34,2010,Sarawak,151
Male,30-34,2010,Selangor,279
Male,30-34,2010,Terengganu,132
Male,30-34,2010,W.P. Kuala Lumpur,72
Male,30-34,2010,W.P. Labuan,3
Male,30-34,2010,W.P. Putrajaya,1
Male,35-39,2010,Johor,326
Male,35-39,2010,Kedah,207
Male,35-39,2010,Kelantan,244
Male,35-39,2010,Melaka,58
Male,35-39,2010,Negeri Sembilan,102
Male,35-39,2010,Pulau Pinang,118
Male,35-39,2010,Pahang,205
Male,35-39,2010,Perak,231
Male,35-39,2010,Perlis,21
Male,35-39,2010,Sabah,
Male,35-39,2010,Sarawak,170
Male,35-39,2010,Selangor,396
Male,35-39,2010,Terengganu,147
Male,35-39,2010,W.P. Kuala Lumpur,125
Male,35-39,2010,W.P. Labuan,3
Male,35-39,2010,W.P. Putrajaya,0
Male,40-44,2010,Johor,412
Male,40-44,2010,Kedah,225
Male,40-44,2010,Kelantan,202
Male,40-44,2010,Melaka,113
Male,40-44,2010,Negeri Sembilan,132
Male,40-44,2010,Pulau Pinang,177
Male,40-44,2010,Pahang,220
Male,40-44,2010,Perak,326
Male,40-44,2010,Perlis,21
Male,40-44,2010,Sabah,
Male,40-44,2010,Sarawak,211
Male,40-44,2010,Selangor,494
Male,40-44,2010,Terengganu,162
Male,40-44,2010,W.P. Kuala Lumpur,156
Male,40-44,2010,W.P. Labuan,7
Male,40-44,2010,W.P. Putrajaya,3
Male,45-49,2010,Johor,586
Male,45-49,2010,Kedah,359
Male,45-49,2010,Kelantan,235
Male,45-49,2010,Melaka,146
Male,45-49,2010,Negeri Sembilan,216
Male,45-49,2010,Pulau Pinang,280
Male,45-49,2010,Pahang,237
Male,45-49,2010,Perak,490
Male,45-49,2010,Perlis,35
Male,45-49,2010,Sabah,
Male,45-49,2010,Sarawak,321
Male,45-49,2010,Selangor,710
Male,45-49,2010,Terengganu,196
Male,45-49,2010,W.P. Kuala Lumpur,227
Male,45-49,2010,W.P. Labuan,10
Male,45-49,2010,W.P. Putrajaya,1
Male,50-54,2010,Johor,749
Male,50-54,2010,Kedah,432
Male,50-54,2010,Kelantan,360
Male,50-54,2010,Melaka,189
Male,50-54,2010,Negeri Sembilan,305
Male,50-54,2010,Pulau Pinang,364
Male,50-54,2010,Pahang,352
Male,50-54,2010,Perak,582
Male,50-54,2010,Perlis,66
Male,50-54,2010,Sabah,
Male,50-54,2010,Sarawak,358
Male,50-54,2010,Selangor,918
Male,50-54,2010,Terengganu,222
Male,50-54,2010,W.P. Kuala Lumpur,336
Male,50-54,2010,W.P. Labuan,14
Male,50-54,2010,W.P. Putrajaya,10
Male,55-59,2010,Johor,862
Male,55-59,2010,Kedah,574
Male,55-59,2010,Kelantan,415
Male,55-59,2010,Melaka,207
Male,55-59,2010,Negeri Sembilan,327
Male,55-59,2010,Pulau Pinang,461
Male,55-59,2010,Pahang,411
