#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
MYS,Malaysia,137506,Human Development Index (HDI),0.785,2013
MYS,Malaysia,137906,Gender Development Index (GDI),0.96974069,2013
MYS,Malaysia,140606,"Unemployment, total (% of labour force)",3.11,2013
MYS,Malaysia,147906,Youth not in school or employment (% ages 15-24),13.65,2013
MYS,Malaysia,148206,Labour force participation rate (% ages 15 and older),64.04,2013
MYS,Malaysia,148306,Employment to population ratio (% ages 15 and older),62.048,2013
MYS,Malaysia,149206,Government expenditure on education (% of GDP),5.4812,2013
MYS,Malaysia,150606,Employment in agriculture (% of total employment),12.991,2013
MYS,Malaysia,150706,Employment in services (% of total employment),58.646,2013
MYS,Malaysia,153706,Working poor at PPP$3.20 a day (% of total employment),0.118,2013
MYS,Malaysia,164406,Adjusted net savings (% of GNI),11.958941,2013
MYS,Malaysia,169706,Total unemployment rate (female to male ratio),1.177922523,2013
MYS,Malaysia,169806,Youth unemployment rate (female to male ratio),1.297228381,2013
MYS,Malaysia,170006,Concentration index (exports) (value),0.172291939,2013
MYS,Malaysia,174306,Fossil fuel energy consumption (% of total energy consumption),96.75188109,2013
MYS,Malaysia,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",39.06004915,2013
MYS,Malaysia,175206,"Antenatal care coverage, at least one visit (%)",98.03,2013
MYS,Malaysia,177706,Survival rate to the last grade of lower secondary general education (%),90.29711,2013
MYS,Malaysia,178306,Gross capital formation (% of GDP),25.937107,2013
MYS,Malaysia,179406,Skilled labour force (% of labour force),63.44,2013
MYS,Malaysia,179706,Ratio of education and health expenditure to military expenditure,5.953623,2013
MYS,Malaysia,181206,Proportion of births attended by skilled health personnel (%),98.8,2013
MYS,Malaysia,181706,Rural population with access to electricity (%),99.736588,2013
MYS,Malaysia,181806,Current health expenditure (% of GDP),3.571853,2013
MYS,Malaysia,182106,"Malaria incidence (per 1,000 people at risk)",2.47804,2013
MYS,Malaysia,182206,"Tuberculosis incidence (per 100,000 people)",91,2013
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2013
MYS,Malaysia,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",41.5,2013
MYS,Malaysia,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.3093,2013
MYS,Malaysia,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",673.6670077,2013
MYS,Malaysia,194906,GDP per capita (2017 PPP $),22860.29162,2013
MYS,Malaysia,195206,Population using safely managed sanitation services (%),84,2013
MYS,Malaysia,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",7.954780024,2013
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),22093.09389,2013
MYS,Malaysia,195906,"Domestic material consumption per capita, (tonnes)",18.33923,2013
MYS,Malaysia,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",71.43,2013
MYS,Malaysia,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",43.86,2013
MYS,Malaysia,23806,Population with at least some secondary education (% ages 25 and older),70.21288,2012
MYS,Malaysia,23906,"Population with at least some secondary education, female (% ages 25 and older)",67.25293833,2012
MYS,Malaysia,24006,"Population with at least some secondary education, male (% ages 25 and older)",74.904,2012
MYS,Malaysia,24106,"Mean years of schooling, female (years)",9.6167,2012
MYS,Malaysia,24206,"Mean years of schooling, male (years)",10.1732,2012
MYS,Malaysia,31706,Share of seats in parliament (% held by women),13.24041812,2012
MYS,Malaysia,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",12.9072,2012
MYS,Malaysia,43006,Vulnerable employment (% of total employment),21.25,2012
MYS,Malaysia,43606,"Internet users, total (% of population)",65.8,2012
MYS,Malaysia,44206,Total population (millions),29.068189,2012
MYS,Malaysia,45106,Urban population (%),72.3,2012
MYS,Malaysia,45806,Primary school teachers trained to teach (%),96.43276,2012
MYS,Malaysia,46006,Mobile phone subscriptions (per 100 people),142.165,2012
MYS,Malaysia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",12.00361,2012
MYS,Malaysia,48706,"Labour force participation rate (% ages 15 and older), female",46.525,2012
MYS,Malaysia,48806,"Labour force participation rate (% ages 15 and older), male",77.655,2012
MYS,Malaysia,52306,Research and development expenditure (% of GDP),1.09269,2012
MYS,Malaysia,52606,"Remittances, inflows (% of GDP)",0.41145935,2012
MYS,Malaysia,53506,"Foreign direct investment, net inflows (% of GDP)",2.8290565,2012
MYS,Malaysia,57206,"Mortality rate, infant (per 1,000 live births)",6.814296,2012
MYS,Malaysia,57506,"Mortality rate, under-five (per 1,000 live births)",7.9648,2012
MYS,Malaysia,57806,"Mortality rate, female adult (per 1,000 people)",88.921,2012
MYS,Malaysia,57906,"Mortality rate, male adult (per 1,000 people)",163.36,2012
MYS,Malaysia,58006,"HIV prevalence, adult (% ages 15-49)",0.4,2012
MYS,Malaysia,61006,"Homicide rate (per 100,000 people)",2.070992452,2012
MYS,Malaysia,63106,Population ages 15–64 (millions),19.763742,2012
MYS,Malaysia,63206,"Gross enrolment ratio, primary (% of primary school-age population)",102.74181,2012
MYS,Malaysia,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",81.47546,2012
MYS,Malaysia,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",37.61231,2012
MYS,Malaysia,64306,"Infants lacking immunization, measles (% of one-year-olds)",5,2012
MYS,Malaysia,64406,"Infants lacking immunization, DTP (% of one-year-olds)",1,2012
MYS,Malaysia,65606,Gross fixed capital formation (% of GDP),25.36344842,2012
MYS,Malaysia,68606,Gender Inequality Index (GII),0.274,2012
MYS,Malaysia,69206,Life expectancy at birth (years),74.877,2012
MYS,Malaysia,69706,Expected years of schooling (years),12.91768,2012
MYS,Malaysia,71506,Inequality-adjusted life expectancy index,0.787696015,2012
MYS,Malaysia,89006,"Maternal mortality ratio (deaths per 100,000 live births)",30,2012
MYS,Malaysia,97306,Natural resource depletion (% of GNI),4.715654255,2012
MYS,Malaysia,99106,Net official development assistance received (% of GNI),0.00604941,2012
MYS,Malaysia,100806,Forest area (% of total land area),67.42474628,2012
MYS,Malaysia,101806,Inequality in life expectancy (%),6.7,2012
MYS,Malaysia,103006,Mean years of schooling (years),10.12704598,2012
MYS,Malaysia,103206,Life expectancy index,0.844261538,2012
MYS,Malaysia,103606,Income index,0.809902726,2012
MYS,Malaysia,103706,Education index,0.696392644,2012
MYS,Malaysia,110906,"Unemployment, youth (% ages 15–24)",10.199,2012
MYS,Malaysia,111106,International inbound tourists (thousands),25033,2012
MYS,Malaysia,111306,Private capital flows (% of GDP),-4.032319,2012
MYS,Malaysia,120606,"Life expectancy at birth, female (years)",77.105,2012
MYS,Malaysia,121106,"Life expectancy at birth, male (years)",72.902,2012
MYS,Malaysia,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),39.266,2012
MYS,Malaysia,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.812,2012
MYS,Malaysia,123306,"Expected years of schooling, female (years)",13.3616,2012
MYS,Malaysia,123406,"Expected years of schooling, male (years)",12.4915,2012
MYS,Malaysia,123506,"Estimated gross national income per capita, female (2017 PPP $)",15419.40795,2012
MYS,Malaysia,123606,"Estimated gross national income per capita, male (2017 PPP $)",26834.62541,2012
MYS,Malaysia,128306,"Prison population (per 100,000 people)",125.9,2012
MYS,Malaysia,132706,Population ages 65 and older (millions),1.544042,2012
MYS,Malaysia,132806,Population under age 5 (millions),2.430356,2012
MYS,Malaysia,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",84.67443,2012
MYS,Malaysia,133206,Exports and imports (% of GDP),147.84175,2012
MYS,Malaysia,136906,"Human Development Index (HDI), female",0.761879086,2012
MYS,Malaysia,137006,"Human Development Index (HDI), male",0.790509273,2012
MYS,Malaysia,137506,Human Development Index (HDI),0.781,2012
MYS,Malaysia,137906,Gender Development Index (GDI),0.963782605,2012
MYS,Malaysia,140606,"Unemployment, total (% of labour force)",3.04,2012
MYS,Malaysia,147206,International student mobility (% of total tertiary enrolment),-0.30065,2012
MYS,Malaysia,147906,Youth not in school or employment (% ages 15-24),13.95,2012
MYS,Malaysia,148206,Labour force participation rate (% ages 15 and older),62.588,2012
MYS,Malaysia,148306,Employment to population ratio (% ages 15 and older),60.686,2012
MYS,Malaysia,149206,Government expenditure on education (% of GDP),5.73903,2012
MYS,Malaysia,150606,Employment in agriculture (% of total employment),12.704,2012
MYS,Malaysia,150706,Employment in services (% of total employment),58.728,2012
MYS,Malaysia,153706,Working poor at PPP$3.20 a day (% of total employment),0.191,2012
MYS,Malaysia,164406,Adjusted net savings (% of GNI),12.753251,2012
MYS,Malaysia,169706,Total unemployment rate (female to male ratio),1.064288118,2012
MYS,Malaysia,169806,Youth unemployment rate (female to male ratio),1.102618975,2012
MYS,Malaysia,170006,Concentration index (exports) (value),0.16397267,2012
MYS,Malaysia,174306,Fossil fuel energy consumption (% of total energy consumption),96.74023319,2012
MYS,Malaysia,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",37.76354721,2012
MYS,Malaysia,175206,"Antenatal care coverage, at least one visit (%)",96.52,2012
MYS,Malaysia,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",25.34231,2012
MYS,Malaysia,177706,Survival rate to the last grade of lower secondary general education (%),90.50146,2012
MYS,Malaysia,178306,Gross capital formation (% of GDP),25.748621,2012
MYS,Malaysia,179406,Skilled labour force (% of labour force),62.57,2012
MYS,Malaysia,179706,Ratio of education and health expenditure to military expenditure,6.477899,2012
MYS,Malaysia,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",39.83333,2012
MYS,Malaysia,181206,Proportion of births attended by skilled health personnel (%),98.7,2012
MYS,Malaysia,181706,Rural population with access to electricity (%),99.539315,2012
MYS,Malaysia,181806,Current health expenditure (% of GDP),3.546449,2012
MYS,Malaysia,182106,"Malaria incidence (per 1,000 people at risk)",3.14949,2012
MYS,Malaysia,182206,"Tuberculosis incidence (per 100,000 people)",86,2012
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2012
MYS,Malaysia,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",45.34401,2012
MYS,Malaysia,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",54.65599,2012
MYS,Malaysia,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",40.29999924,2012
MYS,Malaysia,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.0172,2012
MYS,Malaysia,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.2989,2012
MYS,Malaysia,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",643.4645664,2012
MYS,Malaysia,194906,GDP per capita (2017 PPP $),22136.4059,2012
MYS,Malaysia,195206,Population using safely managed sanitation services (%),83,2012
MYS,Malaysia,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",7.42434969,2012
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),21306.88471,2012
MYS,Malaysia,195906,"Domestic material consumption per capita, (tonnes)",17.97756,2012
MYS,Malaysia,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",95.51,2012
MYS,Malaysia,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",21.93,2012
MYS,Malaysia,23806,Population with at least some secondary education (% ages 25 and older),69.21429,2011
MYS,Malaysia,23906,"Population with at least some secondary education, female (% ages 25 and older)",66.26353,2011
MYS,Malaysia,24006,"Population with at least some secondary education, male (% ages 25 and older)",72.972,2011
MYS,Malaysia,24106,"Mean years of schooling, female (years)",9.5167,2011
MYS,Malaysia,24206,"Mean years of schooling, male (years)",10.1427,2011
MYS,Malaysia,31706,Share of seats in parliament (% held by women),12.93706294,2011
MYS,Malaysia,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",12.8266,2011
MYS,Malaysia,43006,Vulnerable employment (% of total employment),19.607,2011
MYS,Malaysia,43606,"Internet users, total (% of population)",61,2011
MYS,Malaysia,44206,Total population (millions),28.650962,2011
MYS,Malaysia,45106,Urban population (%),71.6,2011
MYS,Malaysia,45806,Primary school teachers trained to teach (%),96.12115,2011
MYS,Malaysia,46006,Mobile phone subscriptions (per 100 people),127.958,2011
MYS,Malaysia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",12.32447,2011
MYS,Malaysia,48706,"Labour force participation rate (% ages 15 and older), female",45.154,2011
MYS,Malaysia,48806,"Labour force participation rate (% ages 15 and older), male",76.939,2011
MYS,Malaysia,52306,Research and development expenditure (% of GDP),1.03342,2011
MYS,Malaysia,52606,"Remittances, inflows (% of GDP)",0.40660786,2011
MYS,Malaysia,53506,"Foreign direct investment, net inflows (% of GDP)",5.0744554,2011
MYS,Malaysia,57206,"Mortality rate, infant (per 1,000 live births)",6.80542,2011
MYS,Malaysia,57506,"Mortality rate, under-five (per 1,000 live births)",7.954517,2011
MYS,Malaysia,57806,"Mortality rate, female adult (per 1,000 people)",88.924,2011
MYS,Malaysia,57906,"Mortality rate, male adult (per 1,000 people)",164.539,2011
MYS,Malaysia,58006,"HIV prevalence, adult (% ages 15-49)",0.4,2011
MYS,Malaysia,61006,"Homicide rate (per 100,000 people)",1.849850626,2011
MYS,Malaysia,63106,Population ages 15–64 (millions),19.364281,2011
MYS,Malaysia,63206,"Gross enrolment ratio, primary (% of primary school-age population)",101.08029,2011
MYS,Malaysia,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",77.47146,2011
MYS,Malaysia,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",36.14812,2011
MYS,Malaysia,64306,"Infants lacking immunization, measles (% of one-year-olds)",5,2011
MYS,Malaysia,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2,2011
MYS,Malaysia,65606,Gross fixed capital formation (% of GDP),22.18313914,2011
MYS,Malaysia,68606,Gender Inequality Index (GII),0.277,2011
MYS,Malaysia,69206,Life expectancy at birth (years),74.683,2011
MYS,Malaysia,69706,Expected years of schooling (years),12.85798,2011
MYS,Malaysia,71506,Inequality-adjusted life expectancy index,0.784911369,2011
MYS,Malaysia,89006,"Maternal mortality ratio (deaths per 100,000 live births)",30,2011
MYS,Malaysia,97306,Natural resource depletion (% of GNI),4.86769068,2011
MYS,Malaysia,99106,Net official development assistance received (% of GNI),0.01402921,2011
MYS,Malaysia,100806,Forest area (% of total land area),67.3815225,2011
MYS,Malaysia,101806,Inequality in life expectancy (%),6.7,2011
MYS,Malaysia,103006,Mean years of schooling (years),10.11880799,2011
MYS,Malaysia,103206,Life expectancy index,0.841276923,2011
MYS,Malaysia,103606,Income index,0.806099986,2011
MYS,Malaysia,103706,Education index,0.694459711,2011
MYS,Malaysia,110906,"Unemployment, youth (% ages 15–24)",9.831,2011
MYS,Malaysia,111106,International inbound tourists (thousands),24714,2011
MYS,Malaysia,111306,Private capital flows (% of GDP),-1.909449,2011
MYS,Malaysia,120606,"Life expectancy at birth, female (years)",76.918,2011
MYS,Malaysia,121106,"Life expectancy at birth, male (years)",72.698,2011
MYS,Malaysia,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),40.391,2011
MYS,Malaysia,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.567,2011
MYS,Malaysia,123306,"Expected years of schooling, female (years)",13.1753,2011
MYS,Malaysia,123406,"Expected years of schooling, male (years)",12.2801,2011
MYS,Malaysia,123506,"Estimated gross national income per capita, female (2017 PPP $)",14737.7414,2011
MYS,Malaysia,123606,"Estimated gross national income per capita, male (2017 PPP $)",26444.46076,2011
MYS,Malaysia,132706,Population ages 65 and older (millions),1.465345,2011
MYS,Malaysia,132806,Population under age 5 (millions),2.422403,2011
MYS,Malaysia,133206,Exports and imports (% of GDP),154.93768,2011
MYS,Malaysia,136906,"Human Development Index (HDI), female",0.755601271,2011
MYS,Malaysia,137006,"Human Development Index (HDI), male",0.786198842,2011
MYS,Malaysia,137506,Human Development Index (HDI),0.778,2011
MYS,Malaysia,137906,Gender Development Index (GDI),0.961081639,2011
MYS,Malaysia,140606,"Unemployment, total (% of labour force)",3.05,2011
MYS,Malaysia,147206,International student mobility (% of total tertiary enrolment),0.37835,2011
MYS,Malaysia,147906,Youth not in school or employment (% ages 15-24),14.37,2011
MYS,Malaysia,148206,Labour force participation rate (% ages 15 and older),61.563,2011
MYS,Malaysia,148306,Employment to population ratio (% ages 15 and older),59.686,2011
MYS,Malaysia,149206,Government expenditure on education (% of GDP),5.76294,2011
MYS,Malaysia,150606,Employment in agriculture (% of total employment),11.512,2011
MYS,Malaysia,150706,Employment in services (% of total employment),59.402,2011
MYS,Malaysia,153706,Working poor at PPP$3.20 a day (% of total employment),0.374,2011
MYS,Malaysia,164406,Adjusted net savings (% of GNI),16.018831,2011
MYS,Malaysia,169706,Total unemployment rate (female to male ratio),1.140791738,2011
MYS,Malaysia,169806,Youth unemployment rate (female to male ratio),1.169684484,2011
MYS,Malaysia,170006,Concentration index (exports) (value),0.167725955,2011
MYS,Malaysia,174306,Fossil fuel energy consumption (% of total energy consumption),96.81165029,2011
MYS,Malaysia,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",37.32207406,2011
MYS,Malaysia,175206,"Antenatal care coverage, at least one visit (%)",97.4,2011
MYS,Malaysia,175706,Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),63.09646988,2011
MYS,Malaysia,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",27.31876,2011
MYS,Malaysia,177706,Survival rate to the last grade of lower secondary general education (%),90.83331,2011
MYS,Malaysia,178306,Gross capital formation (% of GDP),23.188258,2011
MYS,Malaysia,179406,Skilled labour force (% of labour force),62.56,2011
MYS,Malaysia,179706,Ratio of education and health expenditure to military expenditure,5.810859,2011
MYS,Malaysia,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",52.55308,2011
MYS,Malaysia,181206,Proportion of births attended by skilled health personnel (%),98.6,2011
MYS,Malaysia,181706,Rural population with access to electricity (%),98.567123,2011
MYS,Malaysia,181806,Current health expenditure (% of GDP),3.388656,2011
MYS,Malaysia,182106,"Malaria incidence (per 1,000 people at risk)",3.45015,2011
MYS,Malaysia,182206,"Tuberculosis incidence (per 100,000 people)",80,2011
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2011
MYS,Malaysia,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",42.13978,2011
MYS,Malaysia,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",57.86022,2011
MYS,Malaysia,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",38.40000153,2011
MYS,Malaysia,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.05584,2011
MYS,Malaysia,185306,Percentage of primary schools with access to the internet,90.2,2011
MYS,Malaysia,185406,Percentage of secondary schools with access to the internet,96.4,2011
MYS,Malaysia,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.31282,2011
MYS,Malaysia,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",610.0725262,2011
MYS,Malaysia,194906,GDP per capita (2017 PPP $),21293.2702,2011
MYS,Malaysia,195206,Population using safely managed sanitation services (%),82,2011
MYS,Malaysia,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",7.588834985,2011
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),20777.19163,2011
MYS,Malaysia,195906,"Domestic material consumption per capita, (tonnes)",18.00846,2011
MYS,Malaysia,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",97.45,2011
MYS,Malaysia,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",21.68,2011
MYS,Malaysia,23806,Population with at least some secondary education (% ages 25 and older),68.2157,2010
MYS,Malaysia,23906,"Population with at least some secondary education, female (% ages 25 and older)",65.07624,2010
MYS,Malaysia,24006,"Population with at least some secondary education, male (% ages 25 and older)",71.31103,2010
MYS,Malaysia,24106,"Mean years of schooling, female (years)",9.4167,2010
MYS,Malaysia,24206,"Mean years of schooling, male (years)",10.1122,2010
MYS,Malaysia,31706,Share of seats in parliament (% held by women),13.98601399,2010
MYS,Malaysia,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",12.746,2010
MYS,Malaysia,43006,Vulnerable employment (% of total employment),21.373,2010
MYS,Malaysia,43606,"Internet users, total (% of population)",56.3,2010
MYS,Malaysia,44206,Total population (millions),28.208028,2010
MYS,Malaysia,45106,Urban population (%),70.9,2010
MYS,Malaysia,45806,Primary school teachers trained to teach (%),95.35569,2010
MYS,Malaysia,46006,Mobile phone subscriptions (per 100 people),120.032,2010
MYS,Malaysia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",12.60115,2010
MYS,Malaysia,47906,Median age (years),25.952,2010
MYS,Malaysia,48706,"Labour force participation rate (% ages 15 and older), female",43.498,2010
MYS,Malaysia,48806,"Labour force participation rate (% ages 15 and older), male",76.163,2010
MYS,Malaysia,49006,Sex ratio at birth (male to female births),1.06,2010
MYS,Malaysia,52306,Research and development expenditure (% of GDP),1.03608,2010
MYS,Malaysia,52606,"Remittances, inflows (% of GDP)",0.43249159,2010
MYS,Malaysia,53506,"Foreign direct investment, net inflows (% of GDP)",4.2686639,2010
MYS,Malaysia,57206,"Mortality rate, infant (per 1,000 live births)",6.793594,2010
MYS,Malaysia,57506,"Mortality rate, under-five (per 1,000 live births)",7.94076,2010
MYS,Malaysia,57806,"Mortality rate, female adult (per 1,000 people)",88.928,2010
MYS,Malaysia,57906,"Mortality rate, male adult (per 1,000 people)",165.719,2010
MYS,Malaysia,58006,"HIV prevalence, adult (% ages 15-49)",0.4,2010
MYS,Malaysia,61006,"Homicide rate (per 100,000 people)",1.914348639,2010
MYS,Malaysia,63106,Population ages 15–64 (millions),18.927795,2010
MYS,Malaysia,63206,"Gross enrolment ratio, primary (% of primary school-age population)",99.75795,2010
MYS,Malaysia,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",77.26703,2010
MYS,Malaysia,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",37.02888,2010
MYS,Malaysia,64306,"Infants lacking immunization, measles (% of one-year-olds)",5,2010
MYS,Malaysia,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2,2010
MYS,Malaysia,65606,Gross fixed capital formation (% of GDP),22.43539956,2010
MYS,Malaysia,68606,Gender Inequality Index (GII),0.273,2010
MYS,Malaysia,69206,Life expectancy at birth (years),74.493,2010
MYS,Malaysia,69706,Expected years of schooling (years),13.01111,2010
MYS,Malaysia,71506,Inequality-adjusted life expectancy index,0.771285538,2010
MYS,Malaysia,71606,Inequality-adjusted income index,0.570001239,2010
MYS,Malaysia,89006,"Maternal mortality ratio (deaths per 100,000 live births)",30,2010
MYS,Malaysia,97306,Natural resource depletion (% of GNI),4.163126065,2010
MYS,Malaysia,99106,Net official development assistance received (% of GNI),-0.00248679,2010
MYS,Malaysia,100806,Forest area (% of total land area),67.33830467,2010
MYS,Malaysia,101406,"Literacy rate, adult (% ages 15 and older)",93.11789,2010
MYS,Malaysia,101706,Inequality in income (%),28.7,2010
MYS,Malaysia,101806,Inequality in life expectancy (%),8,2010
MYS,Malaysia,103006,Mean years of schooling (years),9.766876241,2010
MYS,Malaysia,103206,Life expectancy index,0.838353846,2010
MYS,Malaysia,103606,Income index,0.799440728,2010
MYS,Malaysia,103706,Education index,0.686982264,2010
MYS,Malaysia,110806,"Net migration rate (per 1,000 people)",5.654,2010
MYS,Malaysia,110906,"Unemployment, youth (% ages 15–24)",10.794,2010
MYS,Malaysia,111106,International inbound tourists (thousands),24577,2010
MYS,Malaysia,111306,Private capital flows (% of GDP),-4.129278,2010
MYS,Malaysia,112506,"Suicide rate, male (per 100,000 people, age-standardized)",9,2010
MYS,Malaysia,112606,"Suicide rate, female (per 100,000 people, age-standardized)",3.6,2010
MYS,Malaysia,120606,"Life expectancy at birth, female (years)",76.732,2010
MYS,Malaysia,121106,"Life expectancy at birth, male (years)",72.497,2010
MYS,Malaysia,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),41.67,2010
MYS,Malaysia,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.359,2010
MYS,Malaysia,123306,"Expected years of schooling, female (years)",13.3271,2010
MYS,Malaysia,123406,"Expected years of schooling, male (years)",12.5885,2010
MYS,Malaysia,123506,"Estimated gross national income per capita, female (2017 PPP $)",13847.57863,2010
MYS,Malaysia,123606,"Estimated gross national income per capita, male (2017 PPP $)",25544.69929,2010
MYS,Malaysia,128306,"Prison population (per 100,000 people)",136.1,2010
MYS,Malaysia,132706,Population ages 65 and older (millions),1.39296,2010
MYS,Malaysia,132806,Population under age 5 (millions),2.439851,2010
MYS,Malaysia,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",79.14285,2010
MYS,Malaysia,133206,Exports and imports (% of GDP),157.94476,2010
MYS,Malaysia,136906,"Human Development Index (HDI), female",0.751910895,2010
MYS,Malaysia,137006,"Human Development Index (HDI), male",0.786508358,2010
MYS,Malaysia,137506,Human Development Index (HDI),0.772,2010
MYS,Malaysia,137906,Gender Development Index (GDI),0.956011321,2010
MYS,Malaysia,140606,"Unemployment, total (% of labour force)",3.25,2010
MYS,Malaysia,147206,International student mobility (% of total tertiary enrolment),0.49924,2010
MYS,Malaysia,147906,Youth not in school or employment (% ages 15-24),14.899,2010
MYS,Malaysia,148206,Labour force participation rate (% ages 15 and older),60.362,2010
MYS,Malaysia,148306,Employment to population ratio (% ages 15 and older),58.401,2010
MYS,Malaysia,149206,Government expenditure on education (% of GDP),4.96645,2010
MYS,Malaysia,150606,Employment in agriculture (% of total employment),14.219,2010
MYS,Malaysia,150706,Employment in services (% of total employment),58.044,2010
MYS,Malaysia,153706,Working poor at PPP$3.20 a day (% of total employment),0.569,2010
MYS,Malaysia,164406,Adjusted net savings (% of GNI),14.542002,2010
MYS,Malaysia,169706,Total unemployment rate (female to male ratio),1.089149746,2010
MYS,Malaysia,169806,Youth unemployment rate (female to male ratio),1.062731328,2010
MYS,Malaysia,170006,Concentration index (exports) (value),0.1646228,2010
MYS,Malaysia,174306,Fossil fuel energy consumption (% of total energy consumption),96.89621303,2010
MYS,Malaysia,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",36.95827987,2010
MYS,Malaysia,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",26.08548,2010
MYS,Malaysia,177706,Survival rate to the last grade of lower secondary general education (%),91.08162,2010
MYS,Malaysia,178306,Gross capital formation (% of GDP),23.386541,2010
MYS,Malaysia,179406,Skilled labour force (% of labour force),60.2,2010
MYS,Malaysia,179706,Ratio of education and health expenditure to military expenditure,5.422308,2010
MYS,Malaysia,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",52.84456,2010
MYS,Malaysia,181206,Proportion of births attended by skilled health personnel (%),98.6,2010
MYS,Malaysia,181706,Rural population with access to electricity (%),98.082346,2010
MYS,Malaysia,181806,Current health expenditure (% of GDP),3.228725,2010
MYS,Malaysia,182106,"Malaria incidence (per 1,000 people at risk)",4.6033,2010
MYS,Malaysia,182206,"Tuberculosis incidence (per 100,000 people)",75,2010
MYS,Malaysia,182806,Population using safely managed drinking-water services (%),93,2010
MYS,Malaysia,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",42.28952,2010
MYS,Malaysia,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",57.71048,2010
