Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Size_type,Rooms Num,Property Type Supergroup
Desa Parkcity,1100000,2+1,3.0,2.0,Condominium (Intermediate),1378.0,Unfurnished,Built-up ,3,Condominium
Desa Parkcity,1980000,3+1,4.0,3.0,2-sty Terrace/Link House (Intermediate),1650.0,Partly Furnished,Land area ,4,Terrace/Link House
Bangsar,1300000,3,2.0,2.0,Townhouse (Intermediate),1320.0,Partly Furnished,Land area ,3,Townhouse
Taman Melawati,2800000,4+1,6.0,4.0,Bungalow (Corner),5628.0,Partly Furnished,Land area ,5,Bungalow
Klcc,3600000,3+1,5.0,2.0,Serviced Residence (Corner),3897.0,Partly Furnished,Built-up ,4,Serviced Residence
Klcc,3900000,2,2.0,2.0,Serviced Residence,1636.0,Partly Furnished,Built-up ,2,Serviced Residence
Klcc,1300000,1,1.0,1.0,Serviced Residence (EndLot),925.0,Partly Furnished,Built-up ,1,Serviced Residence
Bukit Jalil,438000,3,2.0,1.0,Apartment (Corner),1018.0,Partly Furnished,Built-up ,3,Apartment
Jalan Klang Lama (Old Klang Road),530000,3+1,2.0,1.0,Serviced Residence (Corner),900.0,Partly Furnished,Built-up ,4,Serviced Residence
Setiawangsa,590000,3,2.0,2.0,Condominium (Intermediate),1196.0,Partly Furnished,Built-up ,3,Condominium
Klcc,1000000,1,1.0,1.0,Condominium,751.0,Partly Furnished,Built-up ,1,Condominium
Klcc,1900000,2+1,2.0,1.0,Condominium (Corner),915.0,Partly Furnished,Built-up ,3,Condominium
Klcc,2400000,2,2.0,1.0,Serviced Residence,1006.0,Fully Furnished,Built-up ,2,Serviced Residence
Setapak,380000,3+1,2.0,2.0,Condominium,950.0,Unfurnished,Built-up ,4,Condominium
Klcc,1198000,1+1,1.0,1.0,Serviced Residence (Corner),764.0,Fully Furnished,Built-up ,2,Serviced Residence
Klcc,1000000,Studio,1.0,1.0,Condominium (EndLot),657.0,Partly Furnished,Built-up ,1,Condominium
Bangsar,12000000,6+1,6.0,4.0,Bungalow,11500.0,Partly Furnished,Land area ,7,Bungalow
Taman Tun Dr Ismail,1280000,4,3.0,2.0,2-sty Terrace/Link House (Intermediate),1875.0,Partly Furnished,Land area ,4,Terrace/Link House
Klcc,1780000,1,1.0,1.0,Serviced Residence,728.0,Fully Furnished,Built-up ,1,Serviced Residence
Klcc,2300000,1,1.0,1.0,Serviced Residence,1023.0,Partly Furnished,Built-up ,1,Serviced Residence
Sungai Besi,1340000,4+1,6.0,4.0,3-sty Terrace/Link House (Intermediate),1920.0,Partly Furnished,Land area ,5,Terrace/Link House
Klcc,1000000,1,1.0,1.0,Condominium,751.0,Partly Furnished,Built-up ,1,Condominium
Klcc,800000,2+1,3.0,1.0,Serviced Residence (Corner),1055.0,Fully Furnished,Built-up ,3,Serviced Residence
Klcc,3600000,3+1,5.0,2.0,Serviced Residence (Corner),3897.0,Partly Furnished,Built-up ,4,Serviced Residence
Bukit Bintang,6000000,4+1,5.0,2.0,Serviced Residence (Corner),4157.0,Partly Furnished,Built-up ,5,Serviced Residence
Taman Tun Dr Ismail,1090000,3,2.0,2.0,1-sty Terrace/Link House (Intermediate),1920.0,Partly Furnished,Land area ,3,Terrace/Link House
Klcc,1250000,3+1,4.0,2.0,Serviced Residence (EndLot),1378.0,Fully Furnished,Built-up ,4,Serviced Residence
Klcc,2300000,1,2.0,1.0,Serviced Residence,1023.0,Partly Furnished,Built-up ,1,Serviced Residence
Taman Tun Dr Ismail,1330000,3+1,3.0,2.0,2-sty Terrace/Link House (Intermediate),1800.0,Partly Furnished,Land area ,4,Terrace/Link House
Bukit Jalil,900000,4+1,3.0,3.0,Condominium (Corner),1513.0,Partly Furnished,Built-up ,5,Condominium
Mont Kiara,1850000,4+1,4.0,2.0,Condominium (Intermediate),1830.0,Partly Furnished,Built-up ,5,Condominium
Klcc,2400000,2,2.0,1.0,Serviced Residence,1006.0,Partly Furnished,Built-up ,2,Serviced Residence
Wangsa Maju,1613300,3+1,5.0,3.0,Condominium,2336.0,Partly Furnished,Built-up ,4,Condominium
Klcc,2440000,1,2.0,1.0,Serviced Residence (Corner),1023.0,Fully Furnished,Built-up ,1,Serviced Residence
Damansara Heights,5000000,3+1,3.0,4.0,Bungalow (Corner),7700.0,Partly Furnished,Land area ,4,Bungalow
Sri Hartamas,7300000,6,6.0,6.0,Bungalow (Corner),7300.0,Partly Furnished,Land area ,6,Bungalow
Mont Kiara,1850000,4+1,4.0,2.0,Condominium (Intermediate),1830.0,Partly Furnished,Built-up ,5,Condominium
Kl Sentral,783990,1,1.0,1.0,Serviced Residence,650.0,Partly Furnished,Built-up ,1,Serviced Residence
Chan Sow Lin,569200,1+1,2.0,2.0,Serviced Residence,888.0,Unfurnished,Built-up ,2,Serviced Residence
Taman Tun Dr Ismail,1150000,3,2.0,1.0,Condominium (Corner),1560.0,Partly Furnished,Built-up ,3,Condominium
Bukit Jalil,425000,4,2.0,1.0,Condominium (Intermediate),1087.0,Partly Furnished,Land area ,4,Condominium
Bangsar,10000000,5+1,7.0,5.0,Condominium (Corner),6913.0,Partly Furnished,Built-up ,6,Condominium
Mont Kiara,1800000,3+1,4.0,2.0,Condominium (Corner),2243.0,Partly Furnished,Built-up ,4,Condominium
Jalan Kuching,580000,3,2.0,1.0,Condominium (Corner),1590.0,Partly Furnished,Built-up ,3,Condominium
Mont Kiara,618000,1,1.0,1.0,Serviced Residence (Intermediate),650.0,Fully Furnished,Land area ,1,Serviced Residence
Mont Kiara,1518000,3+1,3.0,3.0,Condominium (Corner),2648.0,Partly Furnished,Built-up ,4,Condominium
Mont Kiara,2220000,4+1,4.0,3.0,Condominium,2973.0,Partly Furnished,Built-up ,5,Condominium
Klcc,3600000,4,4.0,2.0,Serviced Residence (Corner),3897.0,Fully Furnished,Built-up ,4,Serviced Residence
Taman Tun Dr Ismail,1150000,3,2.0,2.0,1-sty Terrace/Link House (Intermediate),1760.0,Partly Furnished,Land area ,3,Terrace/Link House
Desa Parkcity,2800000,4+1,4.0,3.0,2-sty Terrace/Link House (EndLot),2850.0,Partly Furnished,Land area ,5,Terrace/Link House
Taman Tun Dr Ismail,3100000,4+1,4.0,3.0,Semi-detached House,3600.0,Partly Furnished,Land area ,5,Semi-detached House
Taman Tun Dr Ismail,1380000,4,3.0,2.0,2-sty Terrace/Link House,1725.0,Partly Furnished,Land area ,4,Terrace/Link House
Taman Tun Dr Ismail,1450000,3,2.0,2.0,1-sty Terrace/Link House (Intermediate),1920.0,Fully Furnished,Land area ,3,Terrace/Link House
Bangsar,4900000,7,4.0,4.0,Bungalow (Intermediate),11676.0,Partly Furnished,Land area ,7,Bungalow
Taman Tun Dr Ismail,1680000,4,3.0,4.0,2-sty Terrace/Link House,1800.0,Partly Furnished,Land area ,4,Terrace/Link House
Damansara Heights,1550000,4,3.0,2.0,2-sty Terrace/Link House (Intermediate),1920.0,Unfurnished,Land area ,4,Terrace/Link House
Mont Kiara,1950000,3+1,4.0,3.0,Condominium,2535.0,Fully Furnished,Built-up ,4,Condominium
Klcc,3600000,3+1,4.0,2.0,Serviced Residence (Corner),3897.0,Partly Furnished,Built-up ,4,Serviced Residence
Sungai Besi,600000,2+1,2.0,2.0,Serviced Residence (Intermediate),1025.0,Partly Furnished,Land area ,3,Serviced Residence
City Centre,4130000,4+1,5.0,2.0,Condominium (Corner),3713.0,Partly Furnished,Built-up ,5,Condominium
Klcc,1780000,3,3.0,2.0,Condominium,1232.0,Fully Furnished,Built-up ,3,Condominium
Bukit Jalil,900000,4+1,3.0,3.0,Condominium (Corner),1513.0,Partly Furnished,Built-up ,5,Condominium
Bangsar,6380000,3+1,5.0,3.0,Condominium (Corner),4025.0,Partly Furnished,Built-up ,4,Condominium
Bangsar,6900000,4+1,6.0,3.0,Condominium (Corner),4945.0,Partly Furnished,Built-up ,5,Condominium
Jalan Klang Lama (Old Klang Road),660000,3,2.0,2.0,Condominium (Corner),992.0,Partly Furnished,Land area ,3,Condominium
Klcc,3125000,1+1,2.0,2.0,Serviced Residence (Intermediate),1421.0,Partly Furnished,Built-up ,2,Serviced Residence
Klcc,2480000,1,1.0,1.0,Serviced Residence (Intermediate),1023.0,Partly Furnished,Built-up ,1,Serviced Residence
Damansara Heights,4000000,4+1,5.0,2.0,Semi-detached House (Intermediate),3700.0,Partly Furnished,Land area ,5,Semi-detached House
Klcc,1050000,3+1,4.0,2.0,Serviced Residence (Corner),1313.0,Partly Furnished,Built-up ,4,Serviced Residence
Klcc,1833000,1,1.0,1.0,Serviced Residence,925.0,Fully Furnished,Built-up ,1,Serviced Residence
Klcc,2999000,3+1,3.0,3.0,Serviced Residence (EndLot),2066.0,Fully Furnished,Built-up ,4,Serviced Residence
Bukit Jalil,638000,1+1,1.0,1.0,Serviced Residence (Intermediate),721.0,Partly Furnished,Built-up ,2,Serviced Residence
Bangsar,6842500,3+1,5.0,4.0,Condominium,4025.0,Partly Furnished,Built-up ,4,Condominium
Bangsar,8476050,4+1,5.0,4.0,Condominium,5137.0,Partly Furnished,Built-up ,5,Condominium
Mont Kiara,1415000,3+1,4.0,2.0,Condominium,1496.0,Partly Furnished,Built-up ,4,Condominium
Klcc,1380000,3+1,4.0,2.0,Serviced Residence (Corner),1701.0,Fully Furnished,Built-up ,4,Serviced Residence
Bangsar,8280000,4+1,6.0,4.0,Condominium (Corner),5137.0,Partly Furnished,Built-up ,5,Condominium
Taman Desa,3690000,4+1,5.0,6.0,Semi-detached House,3658.0,Unfurnished,Land area ,5,Semi-detached House
Sri Petaling,950000,4+1,3.0,2.0,2-sty Terrace/Link House (Intermediate),1650.0,Partly Furnished,Land area ,5,Terrace/Link House
Bukit Jalil,4000000,6+1,7.0,4.0,Bungalow (Intermediate),5337.0,Partly Furnished,Land area ,7,Bungalow
Bangsar,9960000,6,7.0,6.0,Condominium,6913.0,Partly Furnished,Built-up ,6,Condominium
Bangsar,6660000,4,5.0,3.0,Condominium (Corner),4771.0,Partly Furnished,Built-up ,4,Condominium
Bangsar,6300000,3+1,5.0,3.0,Condominium,4025.0,Partly Furnished,Built-up ,4,Condominium
Taman Desa,628000,3,2.0,1.0,Condominium (Intermediate),1150.0,Partly Furnished,Built-up ,3,Condominium
Taman Desa,628000,3,2.0,1.0,Condominium (Intermediate),1150.0,Partly Furnished,Built-up ,3,Condominium
Mont Kiara,1590000,3+1,4.0,2.0,Condominium,1878.0,Partly Furnished,Built-up ,4,Condominium
Klcc,3330000,2+1,3.0,1.0,Serviced Residence (Corner),2789.0,Fully Furnished,Built-up ,3,Serviced Residence
Setapak,428000,3+1,2.0,2.0,Serviced Residence,918.0,Partly Furnished,Built-up ,4,Serviced Residence
Bangsar,7500000,3+1,5.0,4.0,Condominium,4025.0,Partly Furnished,Built-up ,4,Condominium
Klcc,1450000,2,2.0,1.0,Condominium,867.0,Fully Furnished,Built-up ,2,Condominium
Klcc,1000000,1,1.0,1.0,Condominium,751.0,Partly Furnished,Built-up ,1,Condominium
Mont Kiara,2600000,4+1,5.0,3.0,Condominium (Corner),3478.0,Partly Furnished,Built-up ,5,Condominium
Taman Tun Dr Ismail,2750000,3+1,4.0,2.0,Serviced Residence,2426.0,Partly Furnished,Built-up ,4,Serviced Residence
Seputeh,5500000,5+1,6.0,4.0,Bungalow (Intermediate),5446.0,Fully Furnished,Land area ,6,Bungalow
Setapak,428000,3+1,2.0,2.0,Serviced Residence,918.0,Unfurnished,Built-up ,4,Serviced Residence
Bukit Tunku (Kenny Hills),14800000,7+1,9.0,6.0,Bungalow (Corner),12000.0,Partly Furnished,Land area ,8,Bungalow
Klcc,28000000,14,16.0,10.0,Bungalow,26000.0,Partly Furnished,Land area ,14,Bungalow
Taman Tun Dr Ismail,1800000,3+1,3.0,3.0,2-sty Terrace/Link House,2090.0,Partly Furnished,Land area ,4,Terrace/Link House
Sentul,770000,3,3.0,2.0,Condominium,1186.0,Partly Furnished,Built-up ,3,Condominium
Damansara Heights,3600000,7,7.0,5.0,Bungalow,5000.0,Unfurnished,Land area ,7,Bungalow
Klcc,1200000,2,2.0,1.0,Condominium (Intermediate),976.0,Partly Furnished,Built-up ,2,Condominium
Segambut,720000,3+1,3.0,2.0,Condominium (Corner),1577.0,Fully Furnished,Built-up ,4,Condominium
Bukit Jalil,1150000,5+1,3.0,4.0,Condominium (Corner),1772.0,Partly Furnished,Built-up ,6,Condominium
Bukit Jalil,928000,4,3.0,2.0,Condominium (Corner),1513.0,Partly Furnished,Built-up ,4,Condominium
Kepong,1680000,6,4.0,6.0,2-sty Terrace/Link House (Corner),4080.0,Fully Furnished,Land area ,6,Terrace/Link House
Klcc,1350000,1+1,2.0,1.0,Serviced Residence,900.0,Fully Furnished,Built-up ,2,Serviced Residence
Jalan Klang Lama (Old Klang Road),360000,3,2.0,1.0,Condominium (Intermediate),1088.0,Partly Furnished,Built-up ,3,Condominium
Klcc,1000000,1,1.0,1.0,Condominium (EndLot),751.0,Partly Furnished,Built-up ,1,Condominium
Cheras,868000,5,4.0,2.0,2-sty Terrace/Link House (Intermediate),1725.0,Partly Furnished,Land area ,5,Terrace/Link House
Mont Kiara,1865000,3+1,5.0,3.0,Condominium (Corner),2535.0,Partly Furnished,Built-up ,4,Condominium
Klcc,1308000,1+1,1.0,1.0,Condominium (Corner),753.0,Fully Furnished,Built-up ,2,Condominium
Klcc,1760000,2+1,2.0,2.0,Condominium (Corner),1159.0,Fully Furnished,Built-up ,3,Condominium
Sungai Besi,568000,2,2.0,2.0,Condominium (Corner),904.0,Partly Furnished,Built-up ,2,Condominium
Klcc,1020000,3,2.0,1.0,Serviced Residence (Corner),813.0,Fully Furnished,Built-up ,3,Serviced Residence
Klcc,2400000,2,2.0,1.0,Serviced Residence (Corner),1103.0,Fully Furnished,Built-up ,2,Serviced Residence
Klcc,1099000,2+1,2.0,1.0,Serviced Residence,833.0,Fully Furnished,Built-up ,3,Serviced Residence
Desa Parkcity,1850000,3+1,3.0,3.0,2-sty Terrace/Link House (Intermediate),1650.0,Partly Furnished,Land area ,4,Terrace/Link House
Klcc,1550000,2,2.0,2.0,Serviced Residence (Corner),910.0,Fully Furnished,Land area ,2,Serviced Residence
Mont Kiara,1420000,4,4.0,2.0,Condominium,1496.0,Fully Furnished,Built-up ,4,Condominium
Taman Tun Dr Ismail,1280000,3+1,3.0,2.0,2-sty Terrace/Link House (Intermediate),1800.0,Partly Furnished,Land area ,4,Terrace/Link House
Taman Tun Dr Ismail,1060000,3,2.0,2.0,1-sty Terrace/Link House (Intermediate),1920.0,Unfurnished,Land area ,3,Terrace/Link House
Mont Kiara,2550000,4+1,5.0,2.0,Condominium,2973.0,Partly Furnished,Built-up ,5,Condominium
Bukit Jalil,980000,4+1,3.0,2.0,Condominium (Corner),1513.0,Fully Furnished,Built-up ,5,Condominium
Damansara Heights,2650000,3+1,5.0,3.0,Serviced Residence,2077.0,Partly Furnished,Built-up ,4,Serviced Residence
Klcc,3364000,2+1,2.0,2.0,Serviced Residence (Intermediate),1399.0,Fully Furnished,Built-up ,3,Serviced Residence
Klcc,1420000,2+1,2.0,1.0,Condominium (Corner),976.0,Partly Furnished,Built-up ,3,Condominium
Klcc,2889000,1,2.0,1.0,Serviced Residence (Intermediate),1163.0,Fully Furnished,Built-up ,1,Serviced Residence
City Centre,1080000,2,2.0,1.0,Condominium (Intermediate),1411.0,Partly Furnished,Built-up ,2,Condominium
City Centre,916000,1,1.0,1.0,Condominium,1119.0,Fully Furnished,Built-up ,1,Condominium
Mont Kiara,2500000,5+1,4.0,4.0,Semi-detached House,3833.0,Partly Furnished,Built-up ,6,Semi-detached House
Sungai Besi,2200000,4+1,5.0,5.0,Semi-detached House (Intermediate),3282.0,Partly Furnished,Land area ,5,Semi-detached House
Ampang,3600000,4+1,4.0,6.0,Bungalow (Intermediate),9670.0,Unfurnished,Land area ,5,Bungalow
Taman Tun Dr Ismail,5000000,7+1,5.0,3.0,Bungalow,6000.0,Fully Furnished,Land area ,8,Bungalow
Taman Tun Dr Ismail,2780000,4,3.0,2.0,Semi-detached House,3600.0,Partly Furnished,Land area ,4,Semi-detached House
Cheras,600000,4,3.0,2.0,2-sty Terrace/Link House (Intermediate),1650.0,Unfurnished,Land area ,4,Terrace/Link House
Sungai Besi,1000000,5,4.0,2.0,3-sty Terrace/Link House (Intermediate),1600.0,Partly Furnished,Land area ,5,Terrace/Link House
Kl Sentral,2434900,3+1,4.0,1.0,Serviced Residence,1873.0,Unfurnished,Land area ,4,Serviced Residence
Damansara Heights,1600000,1+1,2.0,1.0,Serviced Residence,1152.0,Partly Furnished,Built-up ,2,Serviced Residence
Taman Melawati,2000000,6,6.0,3.0,Semi-detached House (Intermediate),3200.0,Partly Furnished,Land area ,6,Semi-detached House
Cheras,535000,1,1.0,1.0,Serviced Residence (Intermediate),762.0,Partly Furnished,Built-up ,1,Serviced Residence
Sungai Besi,1300000,4+1,6.0,4.0,3-sty Terrace/Link House (Intermediate),1920.0,Partly Furnished,Land area ,5,Terrace/Link House
Klcc,1200000,3,3.0,2.0,Serviced Residence,1335.0,Fully Furnished,Built-up ,3,Serviced Residence
Kl Sentral,2550000,3+1,5.0,2.0,Serviced Residence (Corner),1830.0,Partly Furnished,Built-up ,4,Serviced Residence
Ampang,2590000,5+1,6.0,2.0,Bungalow (Intermediate),4640.0,Partly Furnished,Land area ,6,Bungalow
Ampang,1480000,3+1,4.0,2.0,Condominium (Intermediate),1876.0,Fully Furnished,Built-up ,4,Condominium
Sungai Besi,1348000,5,6.0,4.0,3-sty Terrace/Link House (Intermediate),3216.0,Unfurnished,Built-up ,5,Terrace/Link House
Setapak,428000,3+1,2.0,2.0,Serviced Residence,918.0,Partly Furnished,Built-up ,4,Serviced Residence
Mont Kiara,618000,1,1.0,1.0,Serviced Residence (Intermediate),462.0,Fully Furnished,Built-up ,1,Serviced Residence
Mont Kiara,1590000,3+1,3.0,2.0,Condominium,2201.0,Partly Furnished,Built-up ,4,Condominium
Mont Kiara,1700000,3+1,4.0,2.0,Condominium,1496.0,Fully Furnished,Built-up ,4,Condominium
Mont Kiara,1950000,4+1,4.0,2.0,Condominium,1830.0,Partly Furnished,Built-up ,5,Condominium
Klcc,2300000,1,1.0,2.0,Serviced Residence (Corner),1023.0,Partly Furnished,Built-up ,1,Serviced Residence
Klcc,1250000,2+1,3.0,2.0,Serviced Residence (Corner),1335.0,Fully Furnished,Built-up ,3,Serviced Residence
Klcc,3166000,2,2.0,1.0,Serviced Residence (Intermediate),1423.0,Fully Furnished,Built-up ,2,Serviced Residence
Jalan Klang Lama (Old Klang Road),370000,3,2.0,2.0,Serviced Residence (Intermediate),950.0,Partly Furnished,Built-up ,3,Serviced Residence
Klcc,1000000,1,1.0,1.0,Condominium (EndLot),751.0,Fully Furnished,Built-up ,1,Condominium
Bangsar,6600000,3+1,5.0,3.0,Condominium (Corner),4025.0,Unknown,Built-up ,4,Condominium
Bangsar,7400000,4+1,5.0,5.0,Condominium,5137.0,Partly Furnished,Built-up ,5,Condominium
Damansara Heights,12800000,6+1,9.0,10.0,Bungalow (Intermediate),8000.0,Fully Furnished,Land area ,7,Bungalow
Damansara Heights,4500000,5+1,7.0,3.0,Bungalow,2970.0,Partly Furnished,Land area ,6,Bungalow
Bangsar,6800000,5+2,6.0,6.0,Bungalow,7416.0,Partly Furnished,Land area ,7,Bungalow
Kl Eco City,1288972,2,2.0,1.0,Condominium,1076.0,Fully Furnished,Built-up ,2,Condominium
Kl Sentral,3700000,3,3.0,1.0,Serviced Residence,1738.0,Partly Furnished,Built-up ,3,Serviced Residence
Cheras,410000,2,2.0,2.0,Condominium (Corner),885.0,Partly Furnished,Built-up ,2,Condominium
Taman Tun Dr Ismail,1600000,4,3.0,2.0,2-sty Terrace/Link House,1725.0,Partly Furnished,Land area ,4,Terrace/Link House
Klcc,3360000,1+1,2.0,2.0,Serviced Residence,1421.0,Partly Furnished,Built-up ,2,Serviced Residence
Damansara Heights,1770000,1+1,2.0,1.0,Serviced Residence,1152.0,Fully Furnished,Built-up ,2,Serviced Residence
Mont Kiara,1860000,3+1,4.0,2.0,Condominium (Corner),2070.0,Partly Furnished,Built-up ,4,Condominium
Klcc,1450000,2,2.0,1.0,Serviced Residence (Corner),1050.0,Fully Furnished,Built-up ,2,Serviced Residence
Bukit Jalil,1060000,4+1,4.0,4.0,Condominium (Corner),1772.0,Partly Furnished,Built-up ,5,Condominium
Bukit Jalil,900000,4+1,3.0,2.0,Condominium (Corner),1513.0,Partly Furnished,Built-up ,5,Condominium
Jalan Klang Lama (Old Klang Road),1080000,3+1,4.0,2.0,Condominium (Intermediate),1875.0,Partly Furnished,Built-up ,4,Condominium
Pantai,570000,3,2.0,1.0,Condominium (Corner),1200.0,Partly Furnished,Land area ,3,Condominium
Mont Kiara,1880000,3+1,3.0,2.0,Condominium,2243.0,Partly Furnished,Built-up ,4,Condominium
Mont Kiara,1685000,3+1,3.0,2.0,Condominium,2038.0,Partly Furnished,Built-up ,4,Condominium
Bukit Jalil,550000,3,2.0,2.0,Condominium (Intermediate),1073.0,Partly Furnished,Built-up ,3,Condominium
Klcc,1000000,1,1.0,1.0,Condominium,751.0,Partly Furnished,Built-up ,1,Condominium
Kepong,490000,5,3.0,2.0,1.5-sty Terrace/Link House (Intermediate),1300.0,Partly Furnished,Land area ,5,Terrace/Link House
Kepong,1250000,5,5.0,4.0,3-sty Terrace/Link House (Intermediate),1870.0,Partly Furnished,Land area ,5,Terrace/Link House
Klcc,2500000,1,2.0,1.0,Serviced Residence,1023.0,Partly Furnished,Built-up ,1,Serviced Residence
Bukit Bintang,2044800,2,2.0,1.0,Serviced Residence,912.0,Fully Furnished,Built-up ,2,Serviced Residence
Bukit Jalil,1250000,3+1,4.0,2.0,Condominium,1700.0,Fully Furnished,Built-up ,4,Condominium
Klcc,4950000,4,4.0,2.0,Serviced Residence (Penthouse),3300.0,Fully Furnished,Built-up ,4,Serviced Residence
Mont Kiara,2340000,4+1,5.0,3.0,Condominium,0.0,Partly Furnished,Land area ,5,Condominium
Mont Kiara,1698000,3+1,4.0,2.0,Condominium,0.0,Partly Furnished,Land area ,4,Condominium
Mont Kiara,1420000,3+1,4.0,2.0,Condominium,1496.0,Partly Furnished,Built-up ,4,Condominium
Jalan Klang Lama (Old Klang Road),928000,2+2,2.0,2.0,Condominium (EndLot),1523.0,Unfurnished,Built-up ,4,Condominium
Bukit Jalil,565000,3,2.0,2.0,Condominium,1100.0,Partly Furnished,Built-up ,3,Condominium
Jalan Klang Lama (Old Klang Road),1550000,3+1,4.0,4.0,Condominium (Corner),2638.0,Partly Furnished,Built-up ,4,Condominium
Taman Tun Dr Ismail,1800000,4,3.0,3.0,2-sty Terrace/Link House (Intermediate),1875.0,Partly Furnished,Land area ,4,Terrace/Link House
Damansara Heights,3200000,4+1,5.0,4.0,Semi-detached House (EndLot),3670.0,Partly Furnished,Land area ,5,Semi-detached House
Jalan Klang Lama (Old Klang Road),670000,3,2.0,2.0,Serviced Residence,907.0,Fully Furnished,Built-up ,3,Serviced Residence
Klcc,1000000,1,1.0,1.0,Condominium,657.0,Partly Furnished,Built-up ,1,Condominium
City Centre,5999000,3+1,4.0,3.0,Condominium (Duplex),3289.0,Fully Furnished,Built-up ,4,Condominium
Mont Kiara,2230000,4+1,5.0,3.0,Condominium,2973.0,Partly Furnished,Built-up ,5,Condominium
City Centre,830000,2,2.0,1.0,Condominium (Intermediate),1072.0,Fully Furnished,Built-up ,2,Condominium
City Centre,1100000,3+1,4.0,2.0,Condominium (Intermediate),2111.0,Partly Furnished,Built-up ,4,Condominium
Damansara Heights,8300000,5+1,6.0,4.0,Bungalow (Intermediate),6103.0,Partly Furnished,Land area ,6,Bungalow
Sri Hartamas,3450000,4+1,5.0,3.0,Bungalow (Intermediate),5200.0,Partly Furnished,Land area ,5,Bungalow
Klcc,2300000,1,2.0,1.0,Serviced Residence,1023.0,Partly Furnished,Built-up ,1,Serviced Residence
Klcc,3600000,3+1,5.0,2.0,Serviced Residence (Corner),3897.0,Partly Furnished,Built-up ,4,Serviced Residence
Mont Kiara,2300000,4+1,4.0,2.0,Condominium,2702.0,Unknown,Built-up ,5,Condominium
Klcc,1000000,1,1.0,1.0,Condominium (EndLot),751.0,Partly Furnished,Built-up ,1,Condominium
Klcc,4756000,2,2.0,2.0,Condominium (Corner),1399.0,Partly Furnished,Built-up ,2,Condominium
Mont Kiara,1780000,3,3.0,2.0,Serviced Residence (Corner),1523.0,Partly Furnished,Built-up ,3,Serviced Residence
Klcc,1350000,1+1,2.0,1.0,Serviced Residence,900.0,Fully Furnished,Built-up ,2,Serviced Residence
Sentul,375000,2,2.0,1.0,Serviced Residence,743.0,Unfurnished,Built-up ,2,Serviced Residence
